param: N : x :=
1	0.032258065
2	0.083870968
3	0.135483871
4	0.193548387
5	0.258064516
6	0.322580645
7	0.35483871
8	0.425806452
9	0.464516129
10	0.541935484
11	0.64516129
12	0.748387097
13	0.870967742

;

param: M : y :=
1	0.074766355
2	0.14953271
3	0.224299065
4	0.299065421
5	0.373831776
6	0.448598131
7	0.523364486
8	0.598130841
9	0.672897196
10	0.747663551
11	0.822429907
12	0.897196262
13	0.971962617

;
